SYMBOL, NAME OF COMPANY, SERIES, FACE VALUE, PAID UP VALUE, MKT LOT, IP RATE, DATE OF LISTING, DATE OF ALLOTMENT, REDEMPTION DATE, REDEMPTION AMT, CONVERSION DATE, CONVERSION AMT, INTEREST PAYMENT DT
644UP30,Uttar Pradesh State,SG,100,100,100,6.44,31-JUL-2020,,29-JUL-2030,,,,,IN3320200063
645BR27,Bihar State,SG,100,100,100,6.45,04-JUN-2021,,02-JUN-2027,,,,,IN1320210025
645GJ30,Gujarat State,SG,100,100,100,6.45,04-SEP-2020,,02-SEP-2030,,,,,IN1520200131
645GJ30A,Gujarat State,SG,100,100,100,6.45,08-JAN-2021,,06-JAN-2030,,,,,IN1520200248
645GS2029,Government of India,GS,100,100,1,6.45,09-OCT-2019,,07-OCT-2029,,,,,IN0020190362
645HP29,Himachal Pradesh State,SG,100,100,100,6.45,30-OCT-2020,,28-APR-2029,,,,,IN1720200071
645MH27,Maharashtra State,SG,100,100,100,6.45,16-OCT-2020,,14-OCT-2027,,,,,IN2220200249
645ML30,Meghalaya State,SG,100,100,100,6.45,04-SEP-2020,,02-SEP-2030,,,,,IN2420200023
645MN30,Manipur State,SG,100,100,100,6.45,07-AUG-2020,,05-AUG-2030,,,,,IN2320200057
645RJ27,Rajasthan State,SG,100,100,100,6.45,05-FEB-2021,,03-FEB-2027,,,,,IN2920200614
645RJ27A,Rajasthan State,SG,100,100,100,6.45,28-JAN-2022,,25-JAN-2027,,,,,IN2920210449
645RJ30,Rajasthan State,SG,100,100,100,6.45,30-OCT-2020,,28-OCT-2030,,,,,IN2920200457
646GJ30,Gujarat State,SG,100,100,100,6.46,06-NOV-2020,,04-NOV-2030,,,,,IN1520200198
646JK30,Jammu & Kashmir State,SG,100,100,100,6.46,07-AUG-2020,,05-AUG-2030,,,,,IN4920200065
646RJ30,Rajasthan State,SG,100,100,100,6.46,14-AUG-2020,,12-AUG-2030,,,,,IN2920200317
646RJ30A,Rajasthan State,SG,100,100,100,6.46,04-SEP-2020,,02-SEP-2030,,,,,IN2920200358
646WB30,West Bengal State,SG,100,100,100,6.46,31-JUL-2020,,29-JUL-2030,,,,,IN3420200070
647GJ30,Gujarat State,SG,100,100,100,6.47,27-JUL-2020,,27-MAY-2030,,,,,IN1520200040
647KA30,Karnataka State,SG,100,100,100,6.47,13-NOV-2020,,11-NOV-2030,,,,,IN1920200392
647MH28,Maharashtra State,SG,100,100,100,6.47,23-OCT-2020,,21-OCT-2028,,,,,IN2220200272
648AP27,Andhra Pradesh State,SG,100,100,100,6.48,27-JUL-2020,,17-JUN-2027,,,,,IN1020200193
648AP32,Andhra Pradesh State,SG,100,100,100,6.48,27-JUL-2020,,15-JUL-2032,,,,,IN1020200243
648AS30,Assam State,SG,100,100,100,6.48,06-NOV-2020,,04-NOV-2030,,,,,IN1220200118
648HR40,Haryana State,SG,100,100,100,6.48,07-AUG-2020,,05-AUG-2040,,,,,IN1620200072
648KA30,Karnataka State,SG,100,100,100,6.48,14-AUG-2020,,12-AUG-2030,,,,,IN1920200137
648KA31,Karnataka State,SG,100,100,100,6.48,30-OCT-2020,,28-OCT-2031,,,,,IN1920200368
648MZ30,Mizoram State,SG,100,100,100,6.48,06-NOV-2020,,04-NOV-2030,,,,,IN2520200055
648RJ27,Rajasthan State,SG,100,100,100,6.48,04-MAR-2022,,02-MAR-2027,,,,,IN2920210506
649AP33,Andhra Pradesh State,SG,100,100,100,6.49,31-JUL-2020,,29-JUL-2033,,,,,IN1020200250
649GJ29,Gujarat State,SG,100,100,100,6.49,04-DEC-2020,,02-DEC-2029,,,,,IN1520200222
649KA30,Karnataka State,SG,100,100,100,6.49,27-JUL-2020,,27-MAY-2030,,,,,IN1920200038
649KA30A,Karnataka State,SG,100,100,100,6.49,20-NOV-2020,,18-NOV-2030,,,,,IN1920200418
649KA31,Karnataka State,SG,100,100,100,6.49,14-AUG-2020,,12-AUG-2031,,,,,IN1920200145
649MH31,Maharashtra State,SG,100,100,100,6.49,14-AUG-2020,,12-AUG-2031,,,,,IN2220200132
649MP24,Madhya Pradesh State,SG,100,100,100,6.49,27-JUL-2020,,31-MAR-2024,,,,,IN2120190227
649RJ30,Rajasthan State,SG,100,100,100,6.49,27-JUL-2020,,27-MAY-2030,,,,,IN2920200085
649TN50,Tamilnadu State,SG,100,100,100,6.49,27-JUL-2020,,22-JUL-2050,,,,,IN3120200230
649TS50,Telangana State,SG,100,100,100,6.49,31-JUL-2020,,29-JUL-2050,,,,,IN4520200127
64AP28,Andhra Pradesh State,SG,100,100,100,6.4,04-DEC-2020,,02-DEC-2028,,,,,IN1020200474
64GJ30,Gujarat State,SG,100,100,100,6.4,07-AUG-2020,,05-AUG-2030,,,,,IN1520200107
64GJ30A,Gujarat State,SG,100,100,100,6.4,30-OCT-2020,,28-OCT-2030,,,,,IN1520200180
64KA30,Karnataka State,SG,100,100,100,6.4,31-JUL-2020,,29-JUL-2030,,,,,IN1920200103
64KA30A,Karnataka State,SG,100,100,100,6.4,04-SEP-2020,,02-SEP-2030,,,,,IN1920200194
64KA30B,Karnataka State,SG,100,100,100,6.4,30-OCT-2020,,28-OCT-2030,,,,,IN1920200350
64KA30C,Karnataka State,SG,100,100,100,6.4,06-NOV-2020,,04-NOV-2030,,,,,IN1920200376
64KA31,Karnataka State,SG,100,100,100,6.4,31-JUL-2020,,29-JUL-2031,,,,,IN1920200111
64MH30,Maharashtra State,SG,100,100,100,6.4,06-NOV-2020,,04-NOV-2030,,,,,IN2220200298
651HP30,Himachal Pradesh State,SG,100,100,100,6.51,30-OCT-2020,,28-APR-2030,,,,,IN1720200089
651KA30,Karnataka State,SG,100,100,100,6.51,23-OCT-2020,,21-OCT-2030,,,,,IN1920200335
651KA30B,Karnataka State,SG,100,100,100,6.51,28-DEC-2020,,23-DEC-2030,,,,,IN1920200517
651KA30C,Karnataka State,SG,100,100,100,6.51,01-JAN-2021,,30-DEC-2030,,,,,IN1920200533
651KA31,Karnataka State,SG,100,100,100,6.51,27-JUL-2020,,27-MAY-2031,,,,,IN1920200046
652KA30,Karnataka State,SG,100,100,100,6.52,18-DEC-2020,,16-DEC-2030,,,,,IN1920200491
652MH30,Maharashtra State,SG,100,100,100,6.52,27-NOV-2020,,25-NOV-2030,,,,,IN2220200322
652ML30,Meghalaya State,SG,100,100,100,6.52,27-JUL-2020,,08-JUL-2030,,,,,IN2420200015
652MP35,Madhya Pradesh State,SG,100,100,100,6.52,27-JUL-2020,,15-JUL-2035,,,,,IN2120200125
652NL30,Nagaland State,SG,100,100,100,6.52,27-JUL-2020,,08-JUL-2030,,,,,IN2620200021
652PY30,Puducherry - Union Territory,SG,100,100,100,6.52,06-NOV-2020,,04-NOV-2030,,,,,IN3820200043
652TS50,Telangana State,SG,100,100,100,6.52,07-AUG-2020,,05-AUG-2050,,,,,IN4520200135
653CG28,Chattisgarh State,SG,100,100,100,6.53,17-SEP-2021,,15-SEP-2028,,,,,IN3520210037
653HP29,Himachal Pradesh State,SG,100,100,100,6.53,27-NOV-2020,,25-MAY-2029,,,,,IN1720200097
653KA30,Karnataka State,SG,100,100,100,6.53,04-DEC-2020,,02-DEC-2030,,,,,IN1920200459
653TN31,Tamilnadu State,SG,100,100,100,6.53,08-JAN-2021,,06-JAN-2031,,,,,IN3120200339
654AP30,Andhra Pradesh State,SG,100,100,100,6.54,27-JUL-2020,,17-JUN-2030,,,,,IN1020200201
654AR30,Arunachal Pradesh State,SG,100,100,100,6.54,20-NOV-2020,,18-NOV-2030,,,,,IN1120200036
654GA30,Goa State,SG,100,100,100,6.54,27-JUL-2020,,17-JUN-2030,,,,,IN1420200066
654GA30A,Goa State,SG,100,100,100,6.54,18-DEC-2020,,16-DEC-2030,,,,,IN1420200207
654GJ30,Gujarat State,SG,100,100,100,6.54,27-JUL-2020,,01-JUL-2030,,,,,IN1520200073
654GS2032,Government of India,GS,100,100,1,6.54,18-JAN-2022,,17-JAN-2032,,,,,IN0020210244
654KA30,Karnataka State,SG,100,100,100,6.54,11-DEC-2020,,09-DEC-2030,,,,,IN1920200475
654MH27,Maharashtra State,SG,100,100,100,6.54,11-FEB-2022,,09-FEB-2027,,,,,IN2220210271
654MH30,Maharashtra State,SG,100,100,100,6.54,27-JUL-2020,,27-MAY-2030,,,,,IN2220200033
654MP35,Madhya Pradesh State,SG,100,100,100,6.54,07-AUG-2020,,05-AUG-2035,,,,,IN2120200133
654RJ30,Rajasthan State,SG,100,100,100,6.54,27-JUL-2020,,17-JUN-2030,,,,,IN2920200150
654RJ30A,Rajasthan State,SG,100,100,100,6.54,20-NOV-2020,,18-NOV-2030,,,,,IN2920200481
654UP30,Uttar Pradesh State,SG,100,100,100,6.54,23-OCT-2020,,21-OCT-2030,,,,,IN3320200147
654WB35,West Bengal State,SG,100,100,100,6.54,27-JUL-2020,,15-JUL-2035,,,,,IN3420200062
655AP28,Andhra Pradesh State,SG,100,100,100,6.55,27-JUL-2020,,27-MAY-2028,,,,,IN1020200144
655AP33,Andhra Pradesh State,SG,100,100,100,6.55,30-OCT-2020,,28-OCT-2033,,,,,IN1020200433
655AP35,Andhra Pradesh State,SG,100,100,100,6.55,07-AUG-2020,,05-AUG-2035,,,,,IN1020200268
655AS30,Assam State,SG,100,100,100,6.55,27-JUL-2020,,08-JUL-2030,,,,,IN1220200027
655AS30A,Assam State,SG,100,100,100,6.55,04-SEP-2020,,02-SEP-2030,,,,,IN1220200035
655GA30,Goa State,SG,100,100,100,6.55,13-NOV-2020,,11-NOV-2030,,,,,IN1420200173
655GA30A,Goa State,SG,100,100,100,6.55,11-DEC-2020,,09-DEC-2030,,,,,IN1420200199
655KL30,Kerala State,SG,100,100,100,6.55,27-JUL-2020,,03-JUN-2030,,,,,IN2020200118
655MH28,Maharashtra State,SG,100,100,100,6.55,16-OCT-2020,,14-OCT-2028,,,,,IN2220200256
655RJ30,Rajasthan State,SG,100,100,100,6.55,27-JUL-2020,,01-JUL-2030,,,,,IN2920200184
655RJ50,Rajasthan State,SG,100,100,100,6.55,27-JUL-2020,,15-JUL-2050,,,,,IN2920200226
655RJ55,Rajasthan State,SG,100,100,100,6.55,27-JUL-2020,,15-JUL-2055,,,,,IN2920200234
655TN30,Tamilnadu State,SG,100,100,100,6.55,27-JUL-2020,,17-JUN-2030,,,,,IN3120200149
655TR30,Tripura State,SG,100,100,100,6.55,30-OCT-2020,,28-OCT-2030,,,,,IN3220200023
655WB30,West Bengal State,SG,100,100,100,6.55,27-JUL-2020,,01-JUL-2030,,,,,IN3420200054
656AP31,Andhra Pradesh State,SG,100,100,100,6.56,27-JUL-2020,,08-JUL-2031,,,,,IN1020200235
656AS30,Assam State,SG,100,100,100,6.56,23-OCT-2020,,21-OCT-2030,,,,,IN1220200100
656KA30,Karnataka State,SG,100,100,100,6.56,11-SEP-2020,,09-SEP-2030,,,,,IN1920200210
656MH30,Maharashtra State,SG,100,100,100,6.56,23-OCT-2020,,21-OCT-2030,,,,,IN2220200280
656MH32,Maharashtra State,SG,100,100,100,6.56,06-NOV-2020,,04-NOV-2032,,,,,IN2220200306
656MN30,Manipur State,SG,100,100,100,6.56,27-JUL-2020,,17-JUN-2030,,,,,IN2320200032
656UP30,Uttar Pradesh State,SG,100,100,100,6.56,18-DEC-2020,,16-DEC-2030,,,,,IN3320200196
657AP30,Andhra Pradesh State,SG,100,100,100,6.57,27-JUL-2020,,01-JUL-2030,,,,,IN1020200219
657GA30,Goa State,SG,100,100,100,6.57,27-NOV-2020,,25-NOV-2030,,,,,IN1420200181
657GJ29,Gujarat State,SG,100,100,100,6.57,27-JUL-2020,,03-JUN-2029,,,,,IN1520200057
657GJ31,Gujarat State,SG,100,100,100,6.57,29-JAN-2021,,27-JAN-2031,,,,,IN1520200255
657HP30,Himachal Pradesh State,SG,100,100,100,6.57,28-DEC-2020,,23-JUN-2030,,,,,IN1720200113
657HP30A,Himachal Pradesh State,SG,100,100,100,6.57,28-DEC-2020,,23-DEC-2030,,,,,IN1720200121
657MH31,Maharashtra State,SG,100,100,100,6.57,27-JUL-2020,,03-JUN-2031,,,,,IN2220200058
657MP30,Madhya Pradesh State,SG,100,100,100,6.57,27-JUL-2020,,10-JUN-2030,,,,,IN2120200109
657MZ35,Mizoram State,SG,100,100,100,6.57,27-JUL-2020,,08-JUL-2035,,,,,IN2520200030
657RJ30,Rajasthan State,SG,100,100,100,6.57,27-JUL-2020,,10-JUN-2030,,,,,IN2920200135
657TN31,Tamilnadu State,SG,100,100,100,6.57,15-JAN-2021,,13-JAN-2031,,,,,IN3120200347
658AP30,Andhra Pradesh State,SG,100,100,100,6.58,27-JUL-2020,,03-JUN-2030,,,,,IN1020200169
658GA30,Goa State,SG,100,100,100,6.58,27-JUL-2020,,24-JUN-2030,,,,,IN1420200074
658GA30A,Goa State,SG,100,100,100,6.58,28-DEC-2020,,23-DEC-2030,,,,,IN1420200215
658GA31,Goa State,SG,100,100,100,6.58,08-JAN-2021,,06-JAN-2031,,,,,IN1420200231
658GJ27,Gujarat State,SG,100,100,100,6.58,05-APR-2021,,31-MAR-2027,,,,,IN1520200347
658JK30,Jammu & Kashmir State,SG,100,100,100,6.58,27-JUL-2020,,08-JUL-2030,,,,,IN4920200057
658KA30,Karnataka State,SG,100,100,100,6.58,27-JUL-2020,,03-JUN-2030,,,,,IN1920200053
658MP35,Madhya Pradesh State,SG,100,100,100,6.58,27-JUL-2020,,08-JUL-2035,,,,,IN2120200117
658RJ30,Rajasthan State,SG,100,100,100,6.58,27-JUL-2020,,03-JUN-2030,,,,,IN2920200119
658UP30,Uttar Pradesh State,SG,100,100,100,6.58,27-NOV-2020,,25-NOV-2030,,,,,IN3320200188
659CG28,Chattisgarh State,SG,100,100,100,6.59,08-OCT-2021,,06-OCT-2028,,,,,IN3520210045
659HR30,Haryana State,SG,100,100,100,6.59,13-NOV-2020,,11-NOV-2030,,,,,IN1620200122
659RJ30,Rajasthan State,SG,100,100,100,6.59,27-JUL-2020,,24-JUN-2030,,,,,IN2920200168
659RJ30A,Rajasthan State,SG,100,100,100,6.59,27-NOV-2020,,25-NOV-2030,,,,,IN2920200499
659RJ31,Rajasthan State,SG,100,100,100,6.59,08-JAN-2021,,06-JAN-2031,,,,,IN2920200564
659UP30,Uttar Pradesh State,SG,100,100,100,6.59,06-NOV-2020,,04-NOV-2030,,,,,IN3320200162
65AP30,Andhra Pradesh State,SG,100,100,100,6.5,27-JUL-2020,,08-JUL-2030,,,,,IN1020200227
65AP38,Andhra Pradesh State,SG,100,100,100,6.5,07-AUG-2020,,05-AUG-2038,,,,,IN1020200276
65GA30,Goa State,SG,100,100,100,6.5,31-JUL-2020,,29-JUL-2030,,,,,IN1420200090
65GA30A,Goa State,SG,100,100,100,6.5,21-AUG-2020,,19-AUG-2030,,,,,IN1420200108
65GJ30,Gujarat State,SG,100,100,100,6.5,13-NOV-2020,,11-NOV-2030,,,,,IN1520200206
65GJ30A,Gujarat State,SG,100,100,100,6.5,27-NOV-2020,,25-NOV-2030,,,,,IN1520200214
65KA30,Karnataka State,SG,100,100,100,6.5,21-AUG-2020,,19-AUG-2030,,,,,IN1920200152
65KA30A,Karnataka State,SG,100,100,100,6.5,27-NOV-2020,,25-NOV-2030,,,,,IN1920200434
65KL27,Kerala State,SG,100,100,100,6.5,27-JUL-2020,,20-NOV-2027,,,,,IN2020200084
65NL30,Nagaland State,SG,100,100,100,6.5,06-NOV-2020,,04-NOV-2030,,,,,IN2620200054
65OR23,Orissa State,SG,100,100,100,6.5,27-JUL-2020,,27-NOV-2023,,,,,IN2720190072
65RJ30,Rajasthan State,SG,100,100,100,6.5,21-AUG-2020,,19-AUG-2030,,,,,IN2920200325
65RJ50,Rajasthan State,SG,100,100,100,6.5,07-AUG-2020,,05-AUG-2050,,,,,IN2920200291
65TN30,Tamilnadu State,SG,100,100,100,6.5,21-AUG-2020,,19-AUG-2030,,,,,IN3120200255
65UP30,Uttar Pradesh State,SG,100,100,100,6.5,27-JUL-2020,,08-JUL-2030,,,,,IN3320200055
65WB30,West Bengal State,SG,100,100,100,6.5,27-JUL-2020,,27-MAY-2030,,,,,IN3420200039
660AP39,Andhra Pradesh State,SG,100,100,100,6.6,14-AUG-2020,,12-AUG-2039,,,,,IN1020200292
660AP40,Andhra Pradesh State,SG,100,100,100,6.6,14-AUG-2020,,12-AUG-2040,,,,,IN1020200300
660TS30,Telangana State,SG,100,100,100,6.6,27-JUL-2020,,24-JUN-2030,,,,,IN4520200101
661KA30,Karnataka State,SG,100,100,100,6.61,16-OCT-2020,,14-OCT-2030,,,,,IN1920200319
661KA33,Karnataka State,SG,100,100,100,6.61,22-JAN-2021,,20-JAN-2033,,,,,IN1920200582
661KA35,Karnataka State,SG,100,100,100,6.61,04-SEP-2020,,02-SEP-2035,,,,,IN1920200202
661MP35,Madhya Pradesh State,SG,100,100,100,6.61,14-AUG-2020,,12-AUG-2035,,,,,IN2120200141
661MP37,Madhya Pradesh State,SG,100,100,100,6.61,22-JAN-2021,,20-JAN-2037,,,,,IN2120200232
661RJ30,Rajasthan State,SG,100,100,100,6.61,13-NOV-2020,,11-NOV-2030,,,,,IN2920200473
661RJ31,Rajasthan State,SG,100,100,100,6.61,15-JAN-2021,,13-JAN-2031,,,,,IN2920200572
661RJ31A,Rajasthan State,SG,100,100,100,6.61,29-JAN-2021,,27-JAN-2031,,,,,IN2920200598
661TS51,Telangana State,SG,100,100,100,6.61,29-JAN-2021,,27-JAN-2051,,,,,IN4520200317
661UP31,Uttar Pradesh State,SG,100,100,100,6.61,15-JAN-2021,,13-JAN-2031,,,,,IN3320200238
661WB36,West Bengal State,SG,100,100,100,6.61,22-JAN-2021,,20-JAN-2036,,,,,IN3420200211
662AS30,Assam State,SG,100,100,100,6.62,11-DEC-2020,,09-DEC-2030,,,,,IN1220200175
662CG28,Chattisgarh State,SG,100,100,100,6.62,29-OCT-2021,,27-OCT-2028,,,,,IN3520210052
662GA31,Goa State,SG,100,100,100,6.62,22-JAN-2021,,20-JAN-2031,,,,,IN1420200256
662HR41,Haryana State,SG,100,100,100,6.62,29-JAN-2021,,27-JAN-2041,,,,,IN1620200130
662JH30,Jharkhand State,SG,100,100,100,6.62,23-OCT-2020,,21-OCT-2030,,,,,IN3720200028
662JK30,Jammu & Kashmir State,SG,100,100,100,6.62,27-JUL-2020,,03-JUN-2030,,,,,IN4920200040
662KA32,Karnataka State,SG,100,100,100,6.62,23-OCT-2020,,21-OCT-2032,,,,,IN1920200343
662KA32A,Karnataka State,SG,100,100,100,6.62,01-JAN-2021,,30-DEC-2032,,,,,IN1920200541
662NL30,Nagaland State,SG,100,100,100,6.62,11-DEC-2020,,09-DEC-2030,,,,,IN2620200062
662PY28,Puducherry - Union Territory,SG,100,100,100,6.62,26-NOV-2021,,24-NOV-2028,,,,,IN3820210034
662RJ30,Rajasthan State,SG,100,100,100,6.62,04-DEC-2020,,02-DEC-2030,,,,,IN2920200507
662RJ41,Rajasthan State,SG,100,100,100,6.62,29-JAN-2021,,27-JAN-2041,,,,,IN2920200606
662TS41,Telangana State,SG,100,100,100,6.62,22-JAN-2021,,20-JAN-2041,,,,,IN4520200309
662UK30,Uttarakhand State,SG,100,100,100,6.62,16-OCT-2020,,14-OCT-2030,,,,,IN3620200052
662UP30,Uttar Pradesh State,SG,100,100,100,6.62,31-DEC-2020,,30-DEC-2030,,,,,IN3320200212
662UP31,Uttar Pradesh State,SG,100,100,100,6.62,22-JAN-2021,,20-JAN-2031,,,,,IN3320200253
662WB35,West Bengal State,SG,100,100,100,6.62,14-AUG-2020,,12-AUG-2035,,,,,IN3420200088
663AP37,Andhra Pradesh State,SG,100,100,100,6.63,15-JAN-2021,,13-JAN-2037,,,,,IN1020200540
663GJ29,Gujarat State,SG,100,100,100,6.63,18-SEP-2020,,16-SEP-2029,,,,,IN1520200149
663HP31,Himachal Pradesh State,SG,100,100,100,6.63,29-JAN-2021,,27-JAN-2031,,,,,IN1720200139
663HP33,Himachal Pradesh State,SG,100,100,100,6.63,29-JAN-2021,,27-JAN-2033,,,,,IN1720200147
663HR28,Haryana State,SG,100,100,100,6.63,29-OCT-2021,,27-OCT-2028,,,,,IN1620210121
663KA30,Karnataka State,SG,100,100,100,6.63,28-AUG-2020,,26-AUG-2030,,,,,IN1920200178
663KA34,Karnataka State,SG,100,100,100,6.63,28-DEC-2020,,23-DEC-2034,,,,,IN1920200525
663KL30,Kerala State,SG,100,100,100,6.63,27-JUL-2020,,20-MAY-2030,,,,,IN2020200092
663MH30,Maharashtra State,SG,100,100,100,6.63,16-OCT-2020,,14-OCT-2030,,,,,IN2220200264
663ML31,Meghalaya State,SG,100,100,100,6.63,22-JAN-2021,,20-JAN-2031,,,,,IN2420200106
663MN31,Manipur State,SG,100,100,100,6.63,08-JAN-2021,,06-JAN-2031,,,,,IN2320200073
663PN51,Punjab State,SG,100,100,100,6.63,15-JAN-2021,,13-JAN-2051,,,,,IN2820200185
663TN35,Tamilnadu State,SG,100,100,100,6.63,28-DEC-2020,,23-DEC-2035,,,,,IN3120200321
663TN55,Tamilnadu State,SG,100,100,100,6.63,27-JUL-2020,,08-JUL-2055,,,,,IN3120200206
663UP30,Uttar Pradesh State,SG,100,100,100,6.63,16-OCT-2020,,14-OCT-2030,,,,,IN3320200139
663WB31,West Bengal State,SG,100,100,100,6.63,29-JAN-2021,,27-JAN-2031,,,,,IN3420200229
663WB41,West Bengal State,SG,100,100,100,6.63,15-JAN-2021,,13-JAN-2041,,,,,IN3420200195
664AP39,Andhra Pradesh State,SG,100,100,100,6.64,08-JAN-2021,,06-JAN-2039,,,,,IN1020200524
664AS30,Assam State,SG,100,100,100,6.64,27-NOV-2020,,25-NOV-2030,,,,,IN1220200167
664BR25,Bihar State,SG,100,100,100,6.64,18-MAR-2021,,17-MAR-2025,,,,,IN1320200158
664GS2035,Government of India,GS,100,100,1,6.64,13-APR-2021,,16-JUN-2035,,,,,IN0020210020
664JK36,Jammu & Kashmir State,SG,100,100,100,6.64,08-JAN-2021,,06-JAN-2036,,,,,IN4920200131
664KA32,Karnataka State,SG,100,100,100,6.64,21-AUG-2020,,19-AUG-2032,,,,,IN1920200160
664MP30,Madhya Pradesh State,SG,100,100,100,6.64,27-JUL-2020,,03-JUN-2030,,,,,IN2120200091
664MZ32,Mizoram State,SG,100,100,100,6.64,15-JAN-2021,,13-JAN-2032,,,,,IN2520200089
664PY32,Puducherry - Union Territory,SG,100,100,100,6.64,01-JAN-2021,,30-DEC-2032,,,,,IN3820200050
664RJ24,Rajasthan State,SG,100,100,100,6.64,27-JUL-2020,,05-FEB-2024,,,,,IN2920190377
664RJ30,Rajasthan State,SG,100,100,100,6.64,28-AUG-2020,,26-AUG-2030,,,,,IN2920200341
664SK31,Sikkim State,SG,100,100,100,6.64,15-JAN-2021,,13-JAN-2031,,,,,IN3020200041
664TN23,Tamilnadu State,SG,100,100,100,6.64,27-JUL-2020,,13-NOV-2023,,,,,IN3120190159
664TS50,Telangana State,SG,100,100,100,6.64,27-JUL-2020,,08-JUL-2050,,,,,IN4520200119
664TS51,Telangana State,SG,100,100,100,6.64,08-JAN-2021,,06-JAN-2051,,,,,IN4520200283
664UP30,Uttar Pradesh State,SG,100,100,100,6.64,11-SEP-2020,,09-SEP-2030,,,,,IN3320200089
664UP31,Uttar Pradesh State,SG,100,100,100,6.64,29-JAN-2021,,27-JAN-2031,,,,,IN3320200261
665AP36,Andhra Pradesh State,SG,100,100,100,6.65,01-JAN-2021,,30-DEC-2036,,,,,IN1020200508
665AP40,Andhra Pradesh State,SG,100,100,100,6.65,01-JAN-2021,,30-DEC-2040,,,,,IN1020200516
665AP41,Andhra Pradesh State,SG,100,100,100,6.65,08-JAN-2021,,06-JAN-2041,,,,,IN1020200532
665GJ30,Gujarat State,SG,100,100,100,6.65,28-AUG-2020,,26-AUG-2030,,,,,IN1520200123
665JK30,Jammu & Kashmir State,SG,100,100,100,6.65,04-DEC-2020,,02-DEC-2030,,,,,IN4920200123
665KA30,Karnataka State,SG,100,100,100,6.65,18-SEP-2020,,16-SEP-2030,,,,,IN1920200236
665KA35,Karnataka State,SG,100,100,100,6.65,18-DEC-2020,,16-DEC-2035,,,,,IN1920200509
665ML30,Meghalaya State,SG,100,100,100,6.65,16-OCT-2020,,14-OCT-2030,,,,,IN2420200056
665PN50,Punjab State,SG,100,100,100,6.65,27-JUL-2020,,08-JUL-2050,,,,,IN2820200086
665PN50A,Punjab State,SG,100,100,100,6.65,01-JAN-2021,,30-DEC-2050,,,,,IN2820200177
665TR35,Tripura State,SG,100,100,100,6.65,01-JAN-2021,,30-DEC-2035,,,,,IN3220200049
665TS40,Telangana State,SG,100,100,100,6.65,01-JAN-2021,,30-DEC-2040,,,,,IN4520200275
665WB28,West Bengal State,SG,100,100,100,6.65,04-JUN-2021,,02-JUN-2028,,,,,IN3420210020
665WB30,West Bengal State,SG,100,100,100,6.65,27-JUL-2020,,10-JUN-2030,,,,,IN3420200047
666JH34,Jharkhand State,SG,100,100,100,6.66,08-JAN-2021,,06-JAN-2034,,,,,IN3720200044
666KA32,Karnataka State,SG,100,100,100,6.66,27-NOV-2020,,25-NOV-2032,,,,,IN1920200442
666TN29,Tamilnadu State,SG,100,100,100,6.66,10-DEC-2021,,08-DEC-2029,,,,,IN3120210254
666TN30,Tamilnadu State,SG,100,100,100,6.66,28-AUG-2020,,26-AUG-2030,,,,,IN3120200289
667GS2035,Government of India,GS,100,100,1,6.67,14-SEP-2021,,15-DEC-2035,,,,,IN0020210152
667GS2050,Government of India,GS,100,100,1,6.67,03-NOV-2020,,17-DEC-2050,,,,,IN0020200252
667MH31,Maharashtra State,SG,100,100,100,6.67,11-SEP-2020,,09-SEP-2031,,,,,IN2220200157
667MH32,Maharashtra State,SG,100,100,100,6.67,27-NOV-2020,,25-NOV-2032,,,,,IN2220200330
667RJ30,Rajasthan State,SG,100,100,100,6.67,18-SEP-2020,,16-SEP-2030,,,,,IN2920200374
667RJ50,Rajasthan State,SG,100,100,100,6.67,27-JUL-2020,,01-JUL-2050,,,,,IN2920200192
667TN50,Tamilnadu State,SG,100,100,100,6.67,21-AUG-2020,,19-AUG-2050,,,,,IN3120200263
667TS50,Telangana State,SG,100,100,100,6.67,18-DEC-2020,,16-DEC-2050,,,,,IN4520200259
667UK30,Uttaranchal State,SG,100,100,100,6.67,18-SEP-2020,,16-SEP-2030,,,,,IN3620200037
667UP30,Uttar Pradesh State,SG,100,100,100,6.67,28-AUG-2020,,26-AUG-2030,,,,,IN3320200071
668AP24,Andhra Pradesh State,SG,100,100,100,6.68,27-JUL-2020,,15-APR-2024,,,,,IN1020200045
668AP33,Andhra Pradesh State,SG,100,100,100,6.68,04-DEC-2020,,02-DEC-2033,,,,,IN1020200482
668AP35,Andhra Pradesh State,SG,100,100,100,6.68,04-SEP-2020,,02-SEP-2035,,,,,IN1020200334
668AP35A,Andhra Pradesh State,SG,100,100,100,6.68,11-DEC-2020,,09-DEC-2035,,,,,IN1020200490
668AP39,Andhra Pradesh State,SG,100,100,100,6.68,04-SEP-2020,,02-SEP-2039,,,,,IN1020200342
668GA30,Goa State,SG,100,100,100,6.68,28-AUG-2020,,26-AUG-2030,,,,,IN1420200116
668HR39,Haryana State,SG,100,100,100,6.68,21-AUG-2020,,19-AUG-2039,,,,,IN1620200080
668JH32,Jharkhand State,SG,100,100,100,6.68,04-DEC-2020,,02-DEC-2032,,,,,IN3720200036
668KA36,Karnataka State,SG,100,100,100,6.68,11-DEC-2020,,09-DEC-2036,,,,,IN1920200483
668MZ31,Mizoram State,SG,100,100,100,6.68,11-DEC-2020,,09-DEC-2031,,,,,IN2520200071
